tweet_id,analysis_text,historical_reply,human_intent,human_reply_quality,human_action,human_notes,intent,similarity_score,decision,reason,final_reply,evidence_reply,evidence_tweet_id
619097,"U don’t mean a bit of wat u write.. so don’t put up an act if there ws genuine intention to resolve, the simplest way wld hav been to credit INR 298 to my amazon wallet Instead ur team is busy sending standard reply to my emails not wanting to resolve issue",@197812 Please reply to the email which was sent to you earlier. We would certainly look into this. ^MD,product_issue,Good,AUTO_HANDLE,Customer clarifies which product version they mean.,other,0.2518,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm afraid we'll not be able to accept remorse returns for mobiles. For more info:,1099615
2444000,Great thank you! All done.,@250463 You are welcome! Glad we could help! ^TR,delivery,Poor,ESCALATE,Delivery failed despite successful previous deliveries to the same location.,other,0.7059,ESCALATE,Intent is unclear or sensitive; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Anytime! If there is anything else we may help with just let us know!,1391135
797440,Done..you may call me now if you want..,@310131 We'll get back to you soon with an update as the details are shared. Appreciate your understanding. ^BS,prime,Good,AUTO_HANDLE,Customer resolved the delivery issue but complains about Prime delay.,other,0.3664,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We're unable to access your account details on Twitter. Kindly connect with our support team here: We'll assist you. Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public.",644788
318805,very poor customer service 😡,@190898 My apologies for the ill experience. We're following up with your concern via DM. ^HA,delivery,Acceptable,ESCALATE,Customer replied to email but still has no delivery update.,customer_service,0.5535,ESCALATE,Intent is unclear or sensitive; Intent mismatch with historical example; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Oh no! Sorry for the poor experience! Without providing any account specific information, will you tell us what's going on? We are here to help!",153616
814356,I hope I don’t have to comment back on same thread again.,"@313951 I understand your concern, Vikram. We'll get back to you soon. Appreciate your patience and understanding. ^HD",customer_service,Good,AUTO_HANDLE,Customer asks where they will receive an update.,other,0.338,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We want to make sure that you get taken care of. Please keep us posted on the outcome of your phone call.,2952312
1716707,"Hi, that was the first thing I did since I wanted to watch programs on my PC instead of my phone. Done everything listed but to no avail :(",@519852 We'd like to look into this with you in real-time. Please reach us here: https://t.co/JzP7hlA23B ^AG,delivery,Poor,ESCALATE,Customer wants a clear delivery date.,other,0.2988,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Are you signed into your Prime account when you are trying to order?,351463
2599540,I have been writing. I know that there will be no resolution. Your inefficient seller support will never do anything favorable for sellers. #HearUsAmazon,@735913 I'm sorry for the trouble. Kindly reach out to our seller support team here:https://t.co/hITbmQzz2y as they'd be the best team to help you with this. Appreciate your understanding. ^EM,product_issue,Good,AUTO_HANDLE,Customer is directed to eligible Trade-In items.,customer_service,0.2347,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please give us a call here: so we can take a look into this with you!,2736264
384519,"This is ridiculous, I want my money back, I do not wish to make any purchase on Amazon.😞😞😞",@207043 that we can assist you accordingly. (2/2) ^MO,order,Acceptable,ESCALATE,Customer is identifying the third-party seller associated with an order.,order,0.3502,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Emma, have you had a chance to look at your options for filing a claim? You can check it out here:",1341662
341288,"Uh no. Not g0nna pay for a delivery on a certain day and not even have it ""attempted""","@197440 I understand the concern. If you'd like to discuss other options, feel free to contact us here: https://t.co/hApLpMlfHN ^BH",order,Good,AUTO_HANDLE,Customer confirms the order was placed.,delivery,0.2704,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi Grace, please contact us here for support:",379887
1860091,"placed a order on Monday, Amazon prime customer, told it would be delivered yesterday, it didn’t arrive. https://t.co/msXv48kPgk",@556076 Sorry about that! It's rare by delays can happen. Hopefully it would be out for delivery today.^CD,refund_payment,Poor,ESCALATE,Customer disputes an incomplete refund amount.,order,0.2999,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hey Chris! I'm sorry the delivery date changed. Have you received any e-mails providing insight on the update?,1288169
1212691,I have already provided my details on the given link,@404627 Could you confirm receiving an email from our team here: https://t.co/NTkrxpsbHJ ? ^KA,delivery,Poor,ESCALATE,Customer complains about repeated late and unsafe deliveries.,other,0.4416,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We have crosschecked and can confirm that we haven't received your details. Kindly request you to resubmit the details to the link provided earlier. We will assist you further.,2721782
2962660,Vous voulez le numéro du colis ?,@817520 Vous pouvez nous envoyer le numéro de suivi (par DM de préférence). ^MH,delivery,Acceptable,ESCALATE,Customer asks about a pending delivery/date,other,0.4579,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Merci de me nous communiquer le numéro de commande via le lien suivant : .,1739874
2756089,Were you just asking for the sake of asking? #SameSame,"@771384 We'd like a chance to look into this with you, submit carrier feedback on your behalf, and review our available options. Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^WT",customer_service,Poor,ESCALATE,Customer demands a clear resolution timeline.,other,0.3286,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I understand your concern. We'd like to look into this issue. Please drop your details here: and we’ll contact you soon.,2604861
2078452,I am Frustrated. I pre-ordered @74818 physical PC copy in 2016. Not avail... tried to change to digital and taking 1-2 Days,@614719 I'm sorry! Is this the item you're referring to: https://t.co/ErvqlYLstG? Was a refund issued for the physical copy? ^SB,customer_service,Good,AUTO_HANDLE,Customer asks about the channel for receiving updates.,order,0.1913,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hey there! Let's take a look at this link to answer your concerns about changing the address: Thanks!,218116
1095848,It says it was delivered yesterday.,@378604 Oh no! Here's some info on what to do when a package is marked delivered but you haven't received it: https://t.co/M0zQJam0gV ^CN,delivery,Poor,ESCALATE,Customer wants a definite delivery date rather than generic information.,other,0.8438,ESCALATE,Intent is unclear or sensitive,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thanks for the update! We'd like to look into this with you in real time. Please reach out to us via phone or chat here,2744203
797485,Que la commande serait envoyée dans un carton et non une enveloppe craft...,"@310136 Je comprends parfaitement votre frustration, nous ne manquerons pas de remonter cet incident et désolée encore une fois ^FT",return,Acceptable,ESCALATE,Returned item has been received but processing is delayed.,other,0.2933,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Je vous invite à patienter jusqu'à 20h00 aujourd’hui. en cas de non-livraison, n'hésitez pas à nous tenir informé.",1432353
2312710,That would happen if AMEX was charged but it never was. I just got off the phone with a amazon rep and she said there is no authorization,@333030 Have you been able to contact your card's bank to see when the points will refresh and show up on your Amazon account? ^FR,product_issue,Acceptable,ESCALATE,Kindle Unlimited books are not syncing to the device.,refund_payment,0.3977,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Oh no! What options were provided to you when talking with us?,2867101
416733,"hello! I'm using a Samsung TV all other apps work but amazon doesn't load. Tried to refresh internet, no luck!",@214417 If you get in touch we'll see if we can go through some trouble-shooting: https://t.co/JzP7hlA23B. ^BM,account_login,Acceptable,ESCALATE,Customer reports loss of access to inventory.,other,0.2313,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hey Dana, I'm sorry you're still having trouble. Try speaking with our phone support for review:",806316
2388940,No it just changes the dates! No reason,"@688279 Hi, apologies for any disappointment, delays should be rare. Please keep us posted on your next deliveries &amp; let us know if there are issues. ^TS",customer_service,Good,AUTO_HANDLE,Customer completed the requested step and is waiting for contact.,other,0.5088,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We'd like to look into our options with you. Please reach out to us by phone or chat here:,233139
1095957,@378626 j ai exactement le même problème avec seul Firefox 56 en allant sur amazon.de et/ou .fr SEC_ERROR_OCSP_INVALID_SIGNING_CERT,@378627 Désolée pour cela. Pouvez-vous vérifier avec un autre navigateur SVP? ^SM,customer_service,Acceptable,AUTO_HANDLE,Customer requests a website update.,other,0.3257,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,vous pouvez envoyer juste un e mail en anglais au SAV d'Amazon.de via le lien suivant : Merci,294710
1271553,"yeah, i did. how long will the trial last? and can i sign out and have my mother sign in with different info since we share an amazon prime membership already",@221898 The Prime trial lasts 30-days from the day you sign up. You are able to sign out and have another account sign in! Please let us know if you have any other questions! We are here to help! ^AD,delivery,Poor,ESCALATE,Guaranteed delivery date was missed with no new date.,prime,0.2981,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry you can't sign in! Have you tried resetting your password? For more information:,47898
457718,They said that they were not able to do anything as they cannot call the drivers or contact them so they forwarded my message to some department which we both know will never fix anything. I am very disappointed as I needed my package today which is why I have prime!!!,@223699 Thank you for the information. Can you confirm for us the carrier that was set to deliver the order here: https://t.co/q4LAMZ3tbE? ^GG,return,Acceptable,ESCALATE,Return has been received but not processed.,prime,0.231,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Here: and we'll review it and reach out to you. Appreciate your patience. 2/2,837097
379805,"What is the point of Amazon Prime!? I ordered something yesterday, it GUARANTEED it'd be here today. Now it's saying tomorrow.","@206103 Hi, sorry to hear that, is there more info about the delay available in the tracking: https://t.co/aaDyEz1VgE? ^JJ",other,Good,AUTO_HANDLE,Casual positive comment with no support issue.,order,0.2938,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Because we aren't able to access your account with Twitter, this will allow us to reach out to you and help the best we can.",629506
449936,Hiya. Yeah I have checked spam/junk and nothing there,"@221642 Thanks for checking, Carl. Please get in touch with us here: https://t.co/zH8UlhTGcc &amp; we'll check for an update for you. ^TS",account_login,Acceptable,ESCALATE,Customer reports access being denied.,other,0.362,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Thanks for checking. We'd like to take another go at this with you. Using 's link, please reach us when you can.",1587295
42492,Just the standard one! https://t.co/N0Z5up8AEu,"@125389 Thanks for the info! Per the product description, it does state that this version comes with one of five poster designs. ^AL",product_issue,Acceptable,ESCALATE,Digital book synchronization is not working.,other,0.4994,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Could you confirm if you've shared your details in the link provided earlier?,1085066
1073770,..My order was not delivered citing reasons location could not be tracked..You have delivered more than 100 orders to me,@373357 here: https://t.co/GIJyeYqKE0 and I'll look into this for you. (2/2)^SQ,product_issue,Good,AUTO_HANDLE,Customer is asking/being guided about Trade-In eligibility.,order,0.2912,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We advise customers to avoid posting personal information via a public forum. Get in touch via,2618104
230068,"C'est bon, vu avec colis privé, mais pas cool ce retard...surtout avec l'abonnement prime. Bonne journée","@170819 Entendu, je vous réitère mes excuses à ce sujet. Nous restons à disposition en cas de besoin ^KD",order,Acceptable,ESCALATE,Customer identifies the seller for an order.,prime,0.2564,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Bonsoir, avez-vous une commande en retard actuellement ? Que dit le suivi de votre colis ?",1541002
1594648,"Ok, I got an email, replied &amp; I still have no answer as to when I will get my package. I don't want to shop with Amazon again.",@490013 When did you send the email? What is the latest update on the tracking?^CD,order,Good,AUTO_HANDLE,Customer confirms an order was placed.,other,0.2844,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Julien, remember you can contact us by chat, e-mail or phone, through the link we provided you before",1449033
637314,"Thank you for clarifying. It was sold and shipped by Amazon, so that answers it. I just wanted to make sure I wouldn't have to eat a chunk of the cost before I opened the box. This is the first time I've had packing problems from Amazon so I didn't know what to expect. Thank you.","@271114 Of course! Let us know if you need any further help. We're here for you! Also, we're always looking for new ways to improve. If you'd like, please help us by sharing your packaging experience with us here: https://t.co/XuxSAQZ66E. Thanks in adavance! ^KJ",refund_payment,Poor,ESCALATE,Refund amount does not match the product price.,delivery,0.266,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,You're most welcome.,431079
1689448,"Ordered USB cable for delivery today, now saying I'll get it b/t Dec 27th &amp; Feb 8th. That's fairly useless. What's going on?",@316653 Oh my! I'm sorry for the wait! Was this item sold by us or by one of our sellers? https://t.co/Y5jpI9gRhE ^MH,delivery,Poor,ESCALATE,Customer reports repeated delivery failures and delays.,delivery,0.2813,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Oh no! I'm sorry about the trouble! Will you confirm the carrier for your order here:,717175
2392618,"I already tried to cancel it; I got an email telling me it couldn't be done. I'm confused as to why, since it was not a third party listing, it was 100% amazon according to the order details.",@688997 It may be that it is too far in the dispatch process to be cancelled? ^MC,delivery,Acceptable,ESCALATE,Customer requests clarification about a pending date.,order,0.2653,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thank you for confirming. Please contact us directly here:,374531
2558513,Amazon looted our hard earned money. Investigation team doing nothing instead of assistance they denying for every needed resolution,@726322 We've responded to your concern here: https://t.co/HKzixI2411 Do keep us posted for any further assistance. ^BA,delivery,Poor,ESCALATE,Customer is demanding a definite delivery/resolution date.,other,0.3453,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hey! I'm unable to comprehend your concern. Could you please elaborate so that we can assist you accordingly?,1883128
545804,None of these options allow me to cancel the order due to delivery failure by @115817. I will dispute the charges via the the credit card company instead.,"@246893 Since your order has shipped, you won't have the option to cancel the order. We can however, look into return options with you at the link provided. You can also refuse the shipment when a delivery attempt is made. ^VS",customer_service,Good,AUTO_HANDLE,Customer asks how they will receive an update.,delivery,0.2335,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Great! Please let us know is there's anything else we can help you with. 😊,426646
342947,Gracias por su atención,"@155891 Con mucho gusto, recuerda que estamos a tu disposición siempre que lo necesites. ^HC",customer_service,Poor,ESCALATE,Customer is dissatisfied with unclear automated communication.,other,0.7909,ESCALATE,Intent is unclear or sensitive; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Lamento este inconveniente. ¿Podrías informarme si estás ingresando el código (BUENFIN2017) sin hacer copy-paste, en la sección ""Revisar Pedido""? ^Andrea V",2621055
1718681,J ai tenté de contacter Colis Privé ... c est dommage d acheter sur Amazon avec une garantie de livraison le jour de la sortie ... et,@520360 Le mieux serait de le signaler à l'équipe en charge via ce lien  https://t.co/hgIrz98cdI ^SN,return,Acceptable,ESCALATE,Return processing is delayed.,other,0.4406,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Est-ce que le colis a déjà été expédié ? Que dit votre suivi ?,1881682
1119134,"Heights of support. Tollfree never works it says, if you have any issues use our app #nolivechat #callsupport #pathetic #lost https://t.co/Bi8TnffsDa","@384053 Apologiess. Have we missed the estimated date? You can check it here: https://t.co/pYHdlcj0Ot, keep us posted. ^HR",product_issue,Acceptable,ESCALATE,Kindle Unlimited content is not synchronizing.,customer_service,0.2879,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Kindly share your details via the above link and we'll check this for you.,483775
1105062,3 days over my problem not resolved,@324801 Could you please confirm if you've contacted us from the link given earlier by 'SH'? ^ZH,customer_service,Poor,ESCALATE,Problem remains unresolved after three days.,other,0.3663,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here:,1604529
2862056,"Yes, I know how to track my own order. It says arriving today by 8pm (2 hours from now). No delay notification. There is no tracking or carrier *because it hasn't shipped*, as I previously stated. Your prior tweets say to rely on the delivery date at checkout, which is today.",@795075 I'm sorry for any concern this has caused. Some items can ship and deliver the same day. Please let us know if you don't receive your order by 8pm. ^SG,delivery,Poor,ESCALATE,Order has not shipped despite today's promised delivery date.,delivery,0.301,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Thank you. If it doesn't arrive by Monday, or for direct assistance, please reach us here:",335232
338589,do you plan on a better system for shipping? My UPS guy always comes when I am not there &amp; every Amazon locker I select is full.,@196826 I'm so sorry for the troubling experience. Is this regarding a current order shown here: https://t.co/Y5jpI9gRhE? ^AG,delivery,Acceptable,ESCALATE,Customer has repeated delivery and locker availability problems.,delivery,0.1822,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry it's showing as full. Is the item a Release-Date Delivery item? If so, it won't be eligible to ship to an Amazon Locker:",2443972
2956990,I have called customer service three times and nobody can give me any information at all,@816246 I understand your concern. We are here to help!  Packages can arrive as late as 21:00. Please keep us updated on the arrival. ^SC,customer_service,Poor,ESCALATE,Customer received no useful information after multiple calls.,customer_service,0.3006,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,can you get in touch with us here: we'll look into it for you,1439111
2886610,@121294 Today I had visited lg's service center related to my phone's battery issue and they had said that the battery is not new and they refused to change it for free I don't know who is responsible amazon or LG but i want it to be replaced to free or ill sue.,"@658579 I apologize for the experience you had, Naved.  Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^NK",product_issue,Poor,ESCALATE,Customer reports a defective or previously used phone battery and requests replacement.,delivery,0.2045,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thank you for bringing this to our notice. We have escalated this and we are working on it.,320620
2945538,When I was shopping for the item (on Monday) it said have this item by 11/29. After order completion it gave me a date of Dec1. 🤔,@813627 So sorry for the delay! Some items can take a little longer to process than others. Two-day shipping is 2 business days after the item has been dispatched. Your email confirmation is has the best delivery estimate. ^AD,delivery,Acceptable,ESCALATE,Delivery estimate changed after the order was placed.,product_issue,0.3208,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry to hear that. Have you received your order now?,69606
429002,I don't wanna fill again it's final first refund and compensation than return got it @115851,"@158494 Sorry for the disappointment. Please revert to the email you've received from our team or re-submit the details, we'll get back. ^KA",return,Poor,ESCALATE,"Customer disputes having to repeat information and refers to refund, compensation and return.",refund_payment,0.312,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hope your issue is resolved. Please feel free to get back to us for further concerns.,2319767
2868330,And all this after begging and pleading to approx. 10 of your executives to help me in an urgency. Wow! I am sure nobody must have even noted why I was persisting so much for an early delivery - especially when I had paid for an early delivery.,"@543168 I can understand how upsetting it can be when an order is delayed. However, as informed earlier the replacement products will be delivered using standard shipping speed. So I request you to wait until the estimated time frame. ^SC",delivery,Poor,ESCALATE,Customer paid for early delivery but still experienced a delay despite repeated support contacts.,delivery,0.2767,ESCALATE,Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry for the frustration. We'd like to look into this. Please reach out here:,910262
1823891,"I give in - second consecutive order Amazon has screwed up, I've spent time trying to fix, then Amazon's failed to do what it said it would.","@134059 I'm sorry to hear we didn't meet your expectations. Without giving account &amp; personal info, can give info about the situation? ^MW",order,Poor,ESCALATE,Customer reports repeated order problems and failed resolution.,order,0.2528,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Is your item being shipped by a third-party seller or Amazon directly? You can find that here:,2687668
2767593,Et aussitôt racheté une coque à la bonne taille 😊,@668416 Bonne reception 😉,product_issue,Good,AUTO_HANDLE,Customer says they bought the correctly sized replacement and appears satisfied.,other,0.5118,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Votre commande a-t-elle été expédiée ? Que dit le suivi de votre colis ?,388830
2418084,Twice. The packages are in order from left to right. The third wasn't as bad but was still damaged from poor protection.,@694839 Have you spoken with our real-time customer support to see if they have any other options available? ^MJ,product_issue,Poor,ESCALATE,Customer reports multiple packages/items damaged due to poor protection.,order,0.1694,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Request you to self return the order. Appreciate your understanding.,2570145
2139345,After 4 calls to amazon I have no hope that I will receive a call back. Please start investigation immediately. General sale tomorrow,@629144 Pls fill out this secure form Sian and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM,customer_service,Poor,ESCALATE,Multiple support calls have not resulted in a callback and customer requests investigation.,other,0.2539,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry for the delay. Kindly drop in your details here: &amp; we'll reach out to you at the earliest.,1258247
806327,Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",delivery,Acceptable,ESCALATE,Package missed the expected delivery time and was delayed to tomorrow.,other,0.4199,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,This is not what you would normally expect from us. When you check the tracking info can you see which carrier is handling this?,2599690
1278142,"AMZL . As in, AMaZinglyLate.",@419110 We'd like to look into this with you. Please provide your contact info here: https://t.co/PjBwzSoQSC &amp; we'll be in touch. ^LB,delivery,Poor,ESCALATE,Customer complains about late delivery service.,other,0.5156,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Customer message is too short or vague; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We´d like to take a closer look at this. Please provide us with more details here:,1308048
437980,vous avez intérêt à m'en réexpédier un autre pcq vu l'état le disque dur il tiendra pas 1 an,"@219048 Bonjour, désolée d'apprendre cela :/ le mieux serait de contacter notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN",product_issue,Poor,ESCALATE,Customer reports the product is in poor condition and requests a replacement.,other,0.3588,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Vous serez contacter par ma collègue en charge de votre demande !,2200783
1953386,I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued,@579937 How did they confirm the refund? The time advised would also include Bank processing time. ^PK,refund_payment,Poor,ESCALATE,Customer is concerned about delayed refund processing after immediate payment.,refund_payment,0.2181,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Did we mention when the refund was issued? It typically takes about 3-5 business days to show up on your statement.,2343922
785801,Ok I will try it. Thx,@307482 No problem. ^KM,other,Good,AUTO_HANDLE,Customer acknowledges the suggested solution positively.,other,0.5595,ESCALATE,Intent is unclear or sensitive; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Thanks. Keep us updated,1245902
